Name,Party,gid
Jo Stevens,Labour,students
Alison Thewliss,Scottish National Party,students
Mrs Madeleine Moon,Labour,suicide-and-self-harm-prevention
Greg Mulholland,Liberal Democrat,suicide-and-self-harm-prevention
Mr Charles Walker,Conservative,suicide-and-self-harm-prevention
James Gray,Conservative,suicide-and-self-harm-prevention
Baroness Finlay of Llandaff,Crossbench,suicide-and-self-harm-prevention
Lord Carlile of Berriew,Non-affiliated,suicide-and-self-harm-prevention
Mr Barry Sheerman,Labour (Co-op),sustainable-resource
Dr Alan Whitehead,Labour,sustainable-resource
Baroness Jenkin of Kennington,Conservative,sustainable-resource
Baroness Miller of Chilthorne Domer,Liberal Democrat,sustainable-resource
Peter Aldous,Conservative,sustainable-resource
Baroness Jones of Whitchurch,Labour,sustainable-resource
James Berry,Conservative,tamils
Siobhain McDonagh,Labour,tamils
Joan Ryan,Labour,tamils
Paul Scully,Conservative,tamils
Wes Streeting,Labour,tamils
Tom Brake,Liberal Democrat,tamils
Mr Ian Liddell-Grainger,Conservative,taxation
Kelvin Hopkins,Labour,taxation
Robert Neill,Conservative,taxation
Baroness Kramer,Liberal Democrat,taxation
David Warburton,Conservative,taxation
Lord McKenzie of Luton,Labour,taxation
Wes Streeting,Labour,taxis
Mr Charles Walker,Conservative,taxis
Tom Brake,Liberal Democrat,taxis
Mr Virendra Sharma,Labour,taxis
Yasmin Qureshi,Labour,taxis
Paul Scully,Conservative,taxis
Chris Leslie,Labour (Co-op),tennis
Baroness Billingham,Labour,tennis
Lord Naseby,Conservative,tennis
Lord Howard of Rising,Conservative,tennis
Tim Loughton,Conservative,tennis
Mark Pritchard,Conservative,tennis
Simon Hoare,Conservative,thalidomide
Nusrat Ghani,Conservative,thalidomide
Gerald Jones,Labour,thalidomide
Carolyn Harris,Labour,thalidomide
Christina Rees,Labour (Co-op),thalidomide
Alec Shelbrooke,Conservative,thalidomide
Andrew Gwynne,Labour,thrombosis
Sir David Amess,Conservative,thrombosis
Baroness Masham of Ilton,Crossbench,thrombosis
Lyn Brown,Labour,thrombosis
Lord Haworth,Labour,thrombosis
Mrs Sharon Hodgson,Labour,ticket-abuse
Lord Moynihan,Conservative,ticket-abuse
Kerry McCarthy,Labour,ticket-abuse
Stephen McPartland,Conservative,ticket-abuse
Nick Smith,Labour,ticket-abuse
Lord Clement-Jones,Liberal Democrat,ticket-abuse
Alison Thewliss,Scottish National Party,ticket-abuse
Jim Fitzpatrick,Labour,tidy-britain
Kevin Hollinrake,Conservative,tidy-britain
Mark Pawsey,Conservative,tidy-britain
Victoria Prentis,Conservative,tidy-britain
Mr Steve Reed,Labour (Co-op),tidy-britain
Peter Kyle,Labour,tidy-britain
Baroness Pinnock,Liberal Democrat,tidy-britain
Ian Paisley,Democratic Unionist Party,timber-industries
Mrs Cheryl Gillan,Conservative,timber-industries
Mr Stephen Hepburn,Labour,timber-industries
Steven Paterson,Scottish National Party,timber-industries
Stephen McPartland,Conservative,timber-industries
Mr Mark Williams,Liberal Democrat,tourism-and-hospitality-industry-in-wales
Liz Saville Roberts,Plaid Cymru,tourism-and-hospitality-industry-in-wales
Jessica Morden,Labour,tourism-and-hospitality-industry-in-wales
Lord Aberdare,Crossbench,tourism-and-hospitality-industry-in-wales
Glyn Davies,Conservative,tourism-and-hospitality-industry-in-wales
Gordon Marsden,Labour,tourism-leisure-and-the-hospitality-industry
Lord Lee of Trafford,Liberal Democrat,tourism-leisure-and-the-hospitality-industry
Mark Pritchard,Conservative,tourism-leisure-and-the-hospitality-industry
Mr Nigel Evans,Conservative,tourism-leisure-and-the-hospitality-industry
Baroness Doocey,Liberal Democrat,tourism-leisure-and-the-hospitality-industry
Jim McMahon,Labour (Co-op),town-centres
Andrea Jenkyns,Conservative,town-centres
Michelle Donelan,Conservative,town-centres
Lord Goddard of Stockport,Liberal Democrat,town-centres
Mr Peter Lilley,Conservative,trade-out-of-poverty
Hilary Benn,Labour,trade-out-of-poverty
Lord Hastings of Scarisbrick,Crossbench,trade-out-of-poverty
Lord Borwick,Conservative,trade-out-of-poverty
John Spellar,Labour,transatlantic-trade
Simon Hart,Conservative,transatlantic-trade
Nadhim Zahawi,Conservative,transatlantic-trade
Jonathan Edwards,Plaid Cymru,transatlantic-trade
John Healey,Labour,transatlantic-trade
Mr Kevan Jones,Labour,transatlantic-trade
Mike Gapes,Labour (Co-op),transatlantic-trade
Mr Barry Sheerman,Labour (Co-op),transport-safety
Sir Peter Bottomley,Conservative,transport-safety
Jim Fitzpatrick,Labour,transport-safety
Stephen Hammond,Conservative,transport-safety
Baroness Jones of Moulsecoomb,Green Party,transport-safety
Viscount Simon,Labour,transport-safety
Nick Herbert,Conservative,tuberculosis
Mr Virendra Sharma,Labour,tuberculosis
Baroness Suttie,Liberal Democrat,tuberculosis
Lord Chidgey,Liberal Democrat,tuberculosis
Baroness Masham of Ilton,Crossbench,tuberculosis
Nic Dakin,Labour,tuberculosis
Anna Soubry,Conservative,uk-and-europe
Mr Pat McFadden,Labour,uk-and-europe
Norman Lamb,Liberal Democrat,uk-and-europe
Lord Hannay of Chiswick,Crossbench,uk-and-europe
Lord Dykes,Crossbench,uk-and-europe
Mr Chuka Umunna,Labour,uk-and-europe
Baroness Ludford,Liberal Democrat,uk-and-europe
Ian Murray,Labour,uk-and-europe
Mr David Lammy,Labour,uk-eu-relations
Ms Tasmina Ahmed-Sheikh,Scottish National Party,uk-eu-relations
Catherine West,Labour,uk-eu-relations
Nicky Morgan,Conservative,uk-eu-relations
Caroline Lucas,Green Party,uk-eu-relations
Lord Wallace of Saltaire,Liberal Democrat,uk-eu-relations
Jonathan Edwards,Plaid Cymru,uk-eu-relations
Daniel Zeichner,Labour,uk-eu-relations
Geraint Davies,Labour (Co-op),uk-eu-relations
Nigel Mills,Conservative,unconventional-oil-and-gas
Jim Fitzpatrick,Labour,unconventional-oil-and-gas
Angela Smith,Labour,unconventional-oil-and-gas
Mr David Nuttall,Conservative,unconventional-oil-and-gas
Kevin Foster,Conservative,union
Tom Blenkinsop,Labour,union
Tom Elliott,Ulster Unionist Party,union
Lord Tyler,Liberal Democrat,union
Mr Gregory Campbell,Democratic Unionist Party,union
Danny Kinahan,Ulster Unionist Party,union
Sir Jeffrey M. Donaldson,Democratic Unionist Party,union
Mike Gapes,Labour (Co-op),united-nations
Lord Hannay of Chiswick,Crossbench,united-nations
Dr Roberta Blackman-Woods,Labour,united-nations
Sir Peter Bottomley,Conservative,united-nations
Baroness Coussins,Crossbench,united-nations
Lord Loomba,Non-affiliated,united-nations
Patrick Grady,Scottish National Party,united-nations
Lord Wood of Anfield,Labour,united-nations
Baroness Kinnock of Holyhead,Labour,united-nations
Wendy Morton,Conservative,united-nations-global-goals-for-sustainable-development
Lord McConnell of Glenscorrodale,Labour,united-nations-global-goals-for-sustainable-development
Baroness Northover,Liberal Democrat,united-nations-global-goals-for-sustainable-development
Dr Lisa Cameron,Scottish National Party,united-nations-global-goals-for-sustainable-development
Baroness Hodgson of Abinger,Conservative,united-nations-global-goals-for-sustainable-development
Baroness Uddin,Non-affiliated,united-nations-global-goals-for-sustainable-development
Baroness Kinnock of Holyhead,Labour,united-nations-global-goals-for-sustainable-development
Lord Loomba,Non-affiliated,united-nations-global-goals-for-sustainable-development
Lord Chidgey,Liberal Democrat,united-nations-global-goals-for-sustainable-development
Lord Purvis of Tweed,Liberal Democrat,united-nations-global-goals-for-sustainable-development
Jeremy Lefroy,Conservative,united-nations-global-goals-for-sustainable-development
Lord Jay of Ewelme,Crossbench,united-nations-global-goals-for-sustainable-development
Dr Roberta Blackman-Woods,Labour,universities
Lord Norton of Louth,Conservative,universities
Baroness Garden of Frognal,Liberal Democrat,universities
Paul Blomfield,Labour,universities
Danny Kinahan,Ulster Unionist Party,universities
Nic Dakin,Labour,universities
Baroness Maddock,Liberal Democrat,universities
Dr Philippa Whitford,Scottish National Party,vaccinations-for-all
Mr Nigel Evans,Conservative,vaccinations-for-all
Dr Matthew Offord,Conservative,vaccinations-for-all
Sarah Champion,Labour,vaccinations-for-all
Ms Margaret Ritchie,Social Democratic & Labour Party,vaccinations-for-all
Baroness Blackstone,Labour,vaccinations-for-all
Lord Oates,Liberal Democrat,vaccinations-for-all
Neil Carmichael,Conservative,vascular-disease
Chi Onwurah,Labour,vascular-disease
Sir Peter Bottomley,Conservative,vascular-disease
Baroness Masham of Ilton,Crossbench,vascular-disease
Christina Rees,Labour (Co-op),vegetarianism-and-veganism
Henry Smith,Conservative,vegetarianism-and-veganism
Kerry McCarthy,Labour,vegetarianism-and-veganism
Baroness Jones of Moulsecoomb,Green Party,vegetarianism-and-veganism
Gordon Marsden,Labour,veterans
Robert Flello,Labour,veterans
Sir Jeffrey M. Donaldson,Democratic Unionist Party,veterans
Johnny Mercer,Conservative,veterans
Wayne David,Labour,veterans
Chris White,Conservative,video-games
Chris Law,Scottish National Party,video-games
Lord Clement-Jones,Liberal Democrat,video-games
Luciana Berger,Labour (Co-op),video-games
Mrs Sharon Hodgson,Labour,video-games
Ms Margaret Ritchie,Social Democratic & Labour Party,visitor-economy
Steve Double,Conservative,visitor-economy
Albert Owen,Labour,visitor-economy
Mr Mark Williams,Liberal Democrat,visitor-economy
Dr Philippa Whitford,Scottish National Party,visitor-economy
Caroline Lucas,Green Party,visitor-economy
Sammy Wilson,Democratic Unionist Party,visitor-economy
Danny Kinahan,Ulster Unionist Party,visitor-economy
Hywel Williams,Plaid Cymru,visitor-economy
Sir Jeffrey M. Donaldson,Democratic Unionist Party,war-heritage
Lord Faulkner of Worcester,Labour,war-heritage
Lord Astor of Hever,Conservative,war-heritage
Lord Cope of Berkeley,Conservative,war-heritage
Lord Clark of Windermere,Labour,war-heritage
Mr Kevan Jones,Labour,war-heritage
Baroness Golding,Labour,war-heritage
Sir Jeffrey M. Donaldson,Democratic Unionist Party,war-heritage
Angela Smith,Labour,water
Baroness McIntosh of Pickering,Conservative,water
Neil Parish,Conservative,water
Earl of Selborne,Conservative,water
Sir William Cash,Conservative,water-and-sanitation-in-the-third-world
Mr Bernard Jenkin,Conservative,water-and-sanitation-in-the-third-world
Lord Alton of Liverpool,Crossbench,water-and-sanitation-in-the-third-world
Mr Adrian Bailey,Labour (Co-op),water-and-sanitation-in-the-third-world
Nadhim Zahawi,Conservative,water-safety-and-drowning-prevention
Mrs Sharon Hodgson,Labour,water-safety-and-drowning-prevention
Karen Lumley,Conservative,water-safety-and-drowning-prevention
Dr Matthew Offord,Conservative,water-safety-and-drowning-prevention
Andrew Stephenson,Conservative,water-safety-and-drowning-prevention
Chris White,Conservative,waterways
John Cryer,Labour,waterways
Richard Benyon,Conservative,waterways
Mrs Cheryl Gillan,Conservative,waterways
Lord German,Liberal Democrat,waterways
Baroness Randerson,Liberal Democrat,waterways
Mr Ranil Jayawardena,Conservative,waterways
Wendy Morton,Conservative,waterways
Steve Double,Conservative,waves
Geraint Davies,Labour (Co-op),waves
Craig Mackinlay,Conservative,waves
Mr Gary Streeter,Conservative,waves
Jon Cruddas,Labour,wellbeing-economics
Baroness Tyler of Enfield,Liberal Democrat,wellbeing-economics
Mr David Lammy,Labour,wellbeing-economics
Sir Peter Bottomley,Conservative,wellbeing-economics
Lord Layard,Labour,wellbeing-economics
Lord O'Donnell,Crossbench,wellbeing-economics
Caroline Lucas,Green Party,wellbeing-economics
Helen Goodman,Labour,wellbeing-economics
John Stevenson,Conservative,west-coast-main-line
Rosie Cooper,Labour,west-coast-main-line
Iain Stewart,Conservative,west-coast-main-line
Chris Stephens,Scottish National Party,west-coast-main-line
Lord Foulkes of Cumnock,Labour,west-coast-main-line
Ian Austin,Labour,west-midlands
Jeremy Lefroy,Conservative,west-midlands
Ruth Smeeth,Labour,west-midlands
Mike Wood,Conservative,west-midlands
Mark Pawsey,Conservative,west-midlands
Jack Dromey,Labour,west-midlands
Gavin Newlands,Scottish National Party,white-ribbon-campaign-uk
Greg Mulholland,Liberal Democrat,white-ribbon-campaign-uk
Paula Sherriff,Labour,white-ribbon-campaign-uk
Thangam Debbonaire,Labour,white-ribbon-campaign-uk
Huw Merriman,Conservative,white-ribbon-campaign-uk
Tim Loughton,Conservative,wine-and-spirit-group
Stephen Hammond,Conservative,wine-and-spirit-group
Sir Peter Bottomley,Conservative,wine-and-spirit-group
Lord Blencathra,Conservative,wine-and-spirit-group
Maria Caulfield,Conservative,wine-and-spirit-group
Nic Dakin,Labour,wine-and-spirit-group
Martyn Day,Scottish National Party,wine-and-spirit-group
Chris Law,Scottish National Party,wine-and-spirit-group
Albert Owen,Labour,wine-and-spirit-group
Craig Tracey,Conservative,women-and-enterprise
Hannah Bardell,Scottish National Party,women-and-enterprise
Mrs Sharon Hodgson,Labour,women-and-enterprise
Baroness Verma,Conservative,women-and-enterprise
Mrs Flick Drummond,Conservative,women-and-work
Jess Phillips,Labour,women-and-work
Baroness Burt of Solihull,Liberal Democrat,women-and-work
Caroline Flint,Labour,women-and-work
Baroness Prosser,Labour,women-and-work
Liz Saville Roberts,Plaid Cymru,women-and-work
Baroness Uddin,Non-affiliated,women-and-work
Neil Gray,Scottish National Party,women-and-work
Mims Davies,Conservative,women-in-parliament
Mrs Maria Miller,Conservative,women-in-parliament
Nusrat Ghani,Conservative,women-in-parliament
Helen Whately,Conservative,women-in-parliament
Baroness Jenkin of Kennington,Conservative,women-in-parliament
Baroness Goudie,Labour,women-in-parliament
Dr Eilidh Whiteford,Scottish National Party,women-in-parliament
Seema Kennedy,Conservative,women-in-parliament
Jess Phillips,Labour,women-in-parliament
Fiona Mactaggart,Labour,women-in-the-penal-system
Baroness Corston,Labour,women-in-the-penal-system
Victoria Prentis,Conservative,women-in-the-penal-system
Sir Peter Bottomley,Conservative,women-in-the-penal-system
Baroness Stern,Crossbench,women-in-the-penal-system
Ruth Cadbury,Labour,women-in-transport
Baroness Randerson,Liberal Democrat,women-in-transport
Angela Crawley,Scottish National Party,women-in-transport
Mrs Flick Drummond,Conservative,women-in-transport
Robert Flello,Labour,women-in-transport
Lilian Greenwood,Labour,women-in-transport
Drew Hendry,Scottish National Party,women-in-transport
Baroness Prosser,Labour,women-in-transport
Helen Whately,Conservative,women-peace-and-security
Baroness Hodgson of Abinger,Conservative,women-peace-and-security
Mrs Madeleine Moon,Labour,women-peace-and-security
Baroness Stern,Crossbench,women-peace-and-security
Paula Sherriff,Labour,womens-health
Mrs Flick Drummond,Conservative,womens-health
Paul Scully,Conservative,womens-health
Baroness Jenkin of Kennington,Conservative,womens-health
Barbara Keeley,Labour,womens-sport-and-fitness
Baroness Grey-Thompson,Crossbench,womens-sport-and-fitness
Christina Rees,Labour (Co-op),womens-sport-and-fitness
Lord Moynihan,Conservative,womens-sport-and-fitness
Dr Roberta Blackman-Woods,Labour,womens-sport-and-fitness
Steven Paterson,Scottish National Party,wood-panel-industry
Susan Elan Jones,Labour,wood-panel-industry
Alan Brown,Scottish National Party,wood-panel-industry
John Stevenson,Conservative,wood-panel-industry
Pete Wishart,Scottish National Party,writers
Lord Clement-Jones,Liberal Democrat,writers
Lord Dobbs,Conservative,writers
Jim Dowd,Labour,writers
Baroness Benjamin,Liberal Democrat,writers
Jason McCartney,Conservative,yorkshire-and-northern-lincolnshire
Mr Barry Sheerman,Labour (Co-op),yorkshire-and-northern-lincolnshire
Martin Vickers,Conservative,yorkshire-and-northern-lincolnshire
Lord Shutt of Greetland,Liberal Democrat,yorkshire-and-northern-lincolnshire
Sarah Champion,Labour,yorkshire-and-northern-lincolnshire
Kevin Hollinrake,Conservative,yorkshire-and-northern-lincolnshire
Paula Sherriff,Labour,yorkshire-and-northern-lincolnshire
Heidi Allen,Conservative,young-disabled-people
Kirsten Oswald,Scottish National Party,young-disabled-people
John Woodcock,Labour (Co-op),young-disabled-people
Graham Evans,Conservative,young-disabled-people
